,,,,,,,,,,
,,,,,,,,,,
,,Year,City,Industry,Qtr 1 Wages,Qtr 2 Wages,Qtr 3 Wages,Qtr 4 Wages,Total Annual Wages,Confidential
,,2006,Palm Springs,Other Services (except Public Administration),3718334,3971682,4278175,3496889,15465080,
,,2006,Palm Springs,Federal Government,1419366,1441343,3147615,1624726,7633050,
,,2006,Palm Springs,State Government,*****,*****,*****,*****,*****,/1/
,,2006,Palm Springs,Local Government,34866597,34035367,29744010,32446513,131092487,
,,2006,Palm Springs,Not Elsewhere Classified,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Construction,1885015,1841516,4230360,1756303,9713194,
,,2006,Rancho Mirage,Manufacturing,224740,254500,353726,262645,1095611,
,,2006,Rancho Mirage,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Retail Trade,10064951,10135954,10173397,10791251,41165553,
,,2006,Rancho Mirage,Transportation and Warehousing,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Information,822386,1645901,1001400,1315073,4784760,
,,2006,Rancho Mirage,Finance and Insurance,1096772,1159022,2927100,1107069,6289963,
,,2006,Rancho Mirage,Real Estate and Rental and Leasing,1168587,1245201,1390454,1085318,4889560,
,,2006,Rancho Mirage,"Professional, Scientific, and Technical Services",3309283,3842495,5598006,10561322,23311106,
,,2006,Rancho Mirage,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,4466551,2673113,7377039,3628099,18144802,
,,2006,Rancho Mirage,Educational Services,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Health Care and Social Assistance,20104509,22423648,26198691,25189480,93916328,
,,2006,Rancho Mirage,"Arts, Entertainment, and Recreation",7963103,6493176,5609765,6783131,26849175,
,,2006,Rancho Mirage,Accommodation and Food Services,10979978,11357175,15098066,10845094,48280313,
,,2006,Rancho Mirage,Other Services (except Public Administration),2057812,1967692,2446546,2204844,8676894,
,,2006,Rancho Mirage,Federal Government,*****,*****,*****,*****,*****,/1/
,,2006,Rancho Mirage,Local Government,*****,*****,*****,*****,*****,/1/
,,2007,Cathedral City,Utilities,*****,*****,*****,*****,*****,/1/
,,2007,Cathedral City,Construction,6731782,8058188,19608515,14692641,49091126,
,,2007,Cathedral City,Manufacturing,1654795,2138790,1976078,1995788,7765451,
,,2007,Cathedral City,Wholesale Trade,946097,915837,1137606,1543101,4542641,
,,2007,Cathedral City,Retail Trade,17482817,17417860,23278212,24179962,82358851,
,,2007,Cathedral City,Transportation and Warehousing,222655,228313,340481,416527,1207976,
,,2007,Cathedral City,Information,577471,583663,936677,968663,3066474,
,,2007,Cathedral City,Finance and Insurance,588821,561355,887534,743012,2780722,
,,2007,Cathedral City,Real Estate and Rental and Leasing,1246585,1520074,1920021,2240286,6926966,
,,2007,Cathedral City,"Professional, Scientific, and Technical Services",1322032,1096969,1696125,1687252,5802378,
,,2007,Cathedral City,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2007,Cathedral City,Administrative and Support and Waste Management and Remediation Services,1455940,1502337,2135346,2838069,7931692,
,,2007,Cathedral City,Educational Services,86145,254720,269897,380175,990937,
,,2007,Cathedral City,Health Care and Social Assistance,1831046,1916270,3324530,3540343,10612189,
,,2007,Cathedral City,"Arts, Entertainment, and Recreation",508686,613182,1323301,1826478,4271647,
,,2007,Cathedral City,Accommodation and Food Services,5535228,5486168,6010678,6956013,23988087,
,,2007,Cathedral City,Other Services (except Public Administration),4433808,4717384,5494856,5237448,19883496,
,,2007,Cathedral City,Federal Government,*****,*****,*****,*****,*****,/1/
,,2007,Cathedral City,Local Government,17111142,14973599,10907410,12687110,55679261,
,,2007,Cathedral City,Not Elsewhere Classified,.,.,.,254976,254976,
,,2007,Coachella,"Agriculture, Forestry, Fishing and Hunting",6308172,10095663,6111725,6716987,29232547,
,,2007,Coachella,Construction,6580296,5210828,6286031,8379660,26456815,
,,2007,Coachella,Manufacturing,5359033,6095312,5876484,7773371,25104200,
,,2007,Coachella,Wholesale Trade,2842651,1737015,3542761,1904540,10026967,
,,2007,Coachella,Retail Trade,6139861,6115167,7518628,7329482,27103138,
,,2007,Coachella,Transportation and Warehousing,684334,1091698,780107,882428,3438567,
,,2007,Coachella,Information,*****,*****,*****,*****,*****,/1/
,,2007,Coachella,Finance and Insurance,157802,214712,384321,399167,1156002,
,,2007,Coachella,Real Estate and Rental and Leasing,323236,312511,430747,544387,1610881,
,,2007,Coachella,"Professional, Scientific, and Technical Services",*****,*****,*****,*****,*****,/1/
,,2007,Coachella,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2007,Coachella,Administrative and Support and Waste Management and Remediation Services,76215,85639,84002,100046,345902,
,,2007,Coachella,Health Care and Social Assistance,419194,556065,415808,619450,2010517,
,,2007,Coachella,"Arts, Entertainment, and Recreation",*****,*****,*****,*****,*****,/1/
,,2007,Coachella,Accommodation and Food Services,945215,1174638,1471672,1653838,5245363,
,,2007,Coachella,Other Services (except Public Administration),678376,706060,362285,404693,2151414,
,,2007,Coachella,Federal Government,*****,*****,*****,*****,*****,/1/
,,2007,Coachella,Local Government,30925465,27804139,25000699,27573383,111303686,
,,2007,Coachella,Not Elsewhere Classified,.,.,.,62215,62215,
,,2007,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Utilities,*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Construction,1833607,1799240,3394934,2935396,9963177,
,,2007,Desert Hot Spr,Manufacturing,61794,104154,81976,102688,350612,
,,2007,Desert Hot Spr,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Retail Trade,2704910,2791405,3076758,3198736,11771809,
,,2007,Desert Hot Spr,Transportation and Warehousing,160331,183655,271990,259240,875216,
,,2007,Desert Hot Spr,Information,*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Finance and Insurance,610947,533211,708123,720475,2572756,
,,2007,Desert Hot Spr,Real Estate and Rental and Leasing,426766,445475,702856,955960,2531057,
,,2007,Desert Hot Spr,"Professional, Scientific, and Technical Services",122098,74080,217203,235323,648704,
,,2007,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,301201,302036,466861,535023,1605121,
,,2007,Desert Hot Spr,Health Care and Social Assistance,1763531,1796657,1721847,1897676,7179711,
,,2007,Desert Hot Spr,"Arts, Entertainment, and Recreation",*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Accommodation and Food Services,1969990,1815115,1729943,1828821,7343869,
,,2007,Desert Hot Spr,Other Services (except Public Administration),537345,526863,292374,296607,1653189,
,,2007,Desert Hot Spr,Federal Government,*****,*****,*****,*****,*****,/1/
,,2007,Desert Hot Spr,Local Government,10921933,9015520,6017962,7321659,33277074,
,,2007,Desert Hot Spr,Not Elsewhere Classified,.,.,.,538210,538210,
,,2007,Indian Wells,Construction,422273,496534,879646,1072785,2871238,
,,2007,Indian Wells,Manufacturing,*****,*****,*****,*****,*****,/1/
,,2007,Indian Wells,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2007,Indian Wells,Retail Trade,227070,206797,325007,264064,1022938,
,,2007,Indian Wells,Information,*****,*****,*****,*****,*****,/1/
,,2007,Indian Wells,Finance and Insurance,5258997,3383370,5092007,4868047,18602421,
,,2007,Indian Wells,Real Estate and Rental and Leasing,649494,686304,879896,1002668,3218362,
,,2007,Indian Wells,"Professional, Scientific, and Technical Services",2167199,2367913,2816844,4727337,12079293,
,,2007,Indian Wells,Administrative and Support and Waste Management and Remediation Services,1228755,1292910,575699,586324,3683688,
,,2007,Indian Wells,Health Care and Social Assistance,1360332,1595271,1726043,2572189,7253835,
,,2007,Indian Wells,"Arts, Entertainment, and Recreation",9226512,8271034,6294071,9676400,33468017,
,,2007,Indian Wells,Accommodation and Food Services,12894258,10911390,15734737,16744079,56284464,
,,2007,Indian Wells,Other Services (except Public Administration),924481,968796,1001316,1234560,4129153,
,,2007,Indian Wells,Local Government,*****,*****,*****,*****,*****,/1/
,,2007,Indian Wells,Not Elsewhere Classified,*****,*****,*****,*****,*****,/1/
,,2007,Indio,"Agriculture, Forestry, Fishing and Hunting",4536697,8951401,7858967,5864586,27211651,
,,2007,Indio,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2007,Indio,Utilities,*****,*****,*****,*****,*****,/1/
,,2007,Indio,Construction,40382960,36057271,32267902,32508579,141216712,
,,2007,Indio,Manufacturing,3998239,5355124,5848521,5380704,20582588,
,,2007,Indio,Wholesale Trade,4163097,6335483,6137369,6745558,23381507,
,,2007,Indio,Retail Trade,13431537,14833439,18459885,19549816,66274677,
,,2007,Indio,Transportation and Warehousing,299423,598854,954703,1035704,2888684,
,,2007,Indio,Information,*****,*****,*****,*****,*****,/1/
,,2007,Indio,Finance and Insurance,1674357,1577448,2433633,2430756,8116194,
,,2007,Indio,Real Estate and Rental and Leasing,3574904,3778407,5304548,4966347,17624206,
,,2007,Indio,"Professional, Scientific, and Technical Services",4194997,4440912,4844051,4323737,17803697,
,,2007,Indio,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2007,Indio,Administrative and Support and Waste Management and Remediation Services,6080917,6517401,13133764,12685630,38417712,
,,2007,Indio,Educational Services,982995,1013470,948087,1105585,4050137,
,,2007,Indio,Health Care and Social Assistance,6561571,7189690,8617361,11191377,33559999,
,,2007,Indio,"Arts, Entertainment, and Recreation",2476800,2020902,1635564,2229004,8362270,
,,2007,Indio,Accommodation and Food Services,4523218,4372166,5461866,6114822,20472072,
,,2007,Indio,Other Services (except Public Administration),4222164,4260647,4100907,4304846,16888564,
,,2007,Indio,Federal Government,3726599,4306757,1306044,1542957,10882357,
,,2007,Indio,State Government,*****,*****,*****,*****,*****,/1/
,,2007,Indio,Local Government,38296879,35001677,25164929,31660546,130124031,
,,2007,Indio,Not Elsewhere Classified,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,"Agriculture, Forestry, Fishing and Hunting",299765,320949,399670,564309,1584693,
,,2007,La Quinta,Construction,7575518,7177084,9492558,10877009,35122169,
,,2007,La Quinta,Manufacturing,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,Retail Trade,16780038,16653601,18753581,20878911,73066131,
,,2007,La Quinta,Transportation and Warehousing,132987,113814,87978,128494,463273,
,,2007,La Quinta,Information,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,Finance and Insurance,1918308,1439678,2068105,1806136,7232227,
,,2007,La Quinta,Real Estate and Rental and Leasing,1013221,1115512,1469014,1500699,5098446,
,,2007,La Quinta,"Professional, Scientific, and Technical Services",2931724,2846256,6998873,8686411,21463264,
,,2007,La Quinta,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,Administrative and Support and Waste Management and Remediation Services,1982066,1944625,3124218,3707663,10758572,
,,2007,La Quinta,Educational Services,257678,222396,243312,282186,1005572,
,,2007,La Quinta,Health Care and Social Assistance,1220841,1274021,2598562,3278495,8371919,
,,2007,La Quinta,"Arts, Entertainment, and Recreation",3683826,3657258,2528983,4017967,13888034,
,,2007,La Quinta,Accommodation and Food Services,25882389,26682732,23131261,29705360,105401742,
,,2007,La Quinta,Other Services (except Public Administration),1455193,1496717,1553325,1737787,6243022,
,,2007,La Quinta,Federal Government,*****,*****,*****,*****,*****,/1/
,,2007,La Quinta,Local Government,24804668,21934580,14622741,19428704,80790693,
,,2007,La Quinta,Not Elsewhere Classified,*****,*****,*****,*****,*****,/1/
,,2007,Palm Desert,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2007,Palm Desert,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2007,Palm Desert,Utilities,*****,*****,*****,*****,*****,/1/
,,2007,Palm Desert,Construction,29103036,32337110,36546266,38645800,136632212,
,,2007,Palm Desert,Manufacturing,3325671,3451257,4394297,5228484,16399709,
,,2007,Palm Desert,Wholesale Trade,3982830,3971658,6284569,7342126,21581183,
,,2007,Palm Desert,Retail Trade,32616594,30492033,32634377,37093342,132836346,
,,2007,Palm Desert,Transportation and Warehousing,1394347,1478792,1251194,1434493,5558826,
,,2007,Palm Desert,Information,9973344,8657862,10556917,10103381,39291504,
,,2007,Palm Desert,Finance and Insurance,14439323,12352702,18773571,18376464,63942060,
,,2007,Palm Desert,Real Estate and Rental and Leasing,4217639,5038937,6634459,7562357,23453392,
,,2007,Palm Desert,"Professional, Scientific, and Technical Services",27899968,15101078,17968593,25056983,86026622,
,,2007,Palm Desert,Management of Companies and Enterprises,422941,435034,1210384,1281420,3349779,
,,2007,Palm Desert,Administrative and Support and Waste Management and Remediation Services,13956134,14981669,22484096,23019254,74441153,
,,2007,Palm Desert,Educational Services,1054611,1134159,1290980,1514015,4993765,
,,2007,Palm Desert,Health Care and Social Assistance,49283404,46727591,54263250,53846690,204120935,
,,2007,Palm Desert,"Arts, Entertainment, and Recreation",13101354,12353604,9892974,13582430,48930362,
,,2007,Palm Desert,Accommodation and Food Services,29845619,28315964,27192164,30422842,115776589,
,,2007,Palm Desert,Other Services (except Public Administration),12956906,12778366,12736524,13396705,51868501,
,,2007,Palm Desert,Federal Government,*****,*****,*****,*****,*****,/1/
,,2007,Palm Desert,Local Government,22376682,18846355,13170280,17879524,72272841,
,,2007,Palm Desert,Not Elsewhere Classified,*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,Utilities,*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,Construction,13607832,14122675,16611526,18820936,63162969,
,,2007,Palm Springs,Manufacturing,1935286,2503862,2330323,2511661,9281132,
,,2007,Palm Springs,Wholesale Trade,2137506,1905281,3584782,3758530,11386099,
,,2007,Palm Springs,Retail Trade,11847441,11873798,14305069,14572320,52598628,
,,2007,Palm Springs,Transportation and Warehousing,8725108,13862276,16777119,21823294,61187797,
,,2007,Palm Springs,Information,9394812,8232004,10592312,9930345,38149473,
,,2007,Palm Springs,Finance and Insurance,3134060,2808684,6200883,7967126,20110753,
,,2007,Palm Springs,Real Estate and Rental and Leasing,4240362,4721030,7512661,7087226,23561279,
,,2007,Palm Springs,"Professional, Scientific, and Technical Services",7305444,7246986,9262350,10996543,34811323,
,,2007,Palm Springs,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,Administrative and Support and Waste Management and Remediation Services,5440960,5357047,6312701,6779742,23890450,
,,2007,Palm Springs,Educational Services,493697,554237,645660,768469,2462063,
,,2007,Palm Springs,Health Care and Social Assistance,52158287,48814801,53569968,58271044,212814100,
,,2007,Palm Springs,"Arts, Entertainment, and Recreation",3075376,4739271,4594602,4681769,17091018,
,,2007,Palm Springs,Accommodation and Food Services,18414925,18382917,20656358,22751894,80206094,
,,2007,Palm Springs,Other Services (except Public Administration),3641096,3913560,3926866,4489342,15970864,
,,2007,Palm Springs,Federal Government,2915419,3065995,2883783,3367703,12232900,
,,2007,Palm Springs,State Government,*****,*****,*****,*****,*****,/1/
,,2007,Palm Springs,Local Government,36984101,36059695,30995116,34396526,138435438,
,,2007,Palm Springs,Not Elsewhere Classified,.,.,.,645282,645282,
,,2007,Rancho Mirage,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2007,Rancho Mirage,Construction,1889043,1908292,3773688,3015932,10586955,
,,2007,Rancho Mirage,Manufacturing,168279,174353,344149,83216,769997,
,,2007,Rancho Mirage,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2007,Rancho Mirage,Retail Trade,10116768,9918474,9300430,11036021,40371693,
