CalendarYear,Quarter,QuarterMonthFrom,QuarterMonthTo,County,City,RetailandFoodServicesTaxableTransactions,TotalAllOutletsTaxableTransactions,PerCapita
2016,Q1,1,3,Monterey,Monterey,122440844,161972202,5661.38
2016,Q1,1,3,Monterey,MONTEREY COUNTY,1027132164,1438318580,3290.0
2016,Q1,1,3,Monterey,Pacific Grove,27750006,30432664,1982.32
2016,Q1,1,3,Monterey,Salinas,430212295,539173853,3348.03
2016,Q1,1,3,Monterey,Sand City,44477808,53033962,139196.75
2016,Q1,1,3,Monterey,Seaside,132850933,147775359,4337.27
2016,Q1,1,3,Monterey,Soledad,14646089,15803874,618.4
2016,Q1,1,3,Napa,American Canyon,39652692,49879933,2448.21
2016,Q1,1,3,Napa,Calistoga,12175814,20820322,4019.36
2016,Q1,1,3,Napa,Napa,243545004,297037443,3686.42
2016,Q1,1,3,Napa,NAPA COUNTY,417373768,744430551,5241.43
2016,Q1,1,3,Napa,St. Helena,31362673,55892296,9309.17
2016,Q1,1,3,Napa,Yountville,20915274,25926449,8679.76
2016,Q1,1,3,Nevada,Grass Valley,91582235,106901071,8251.72
2016,Q1,1,3,Nevada,Nevada City,12611094,15614220,4789.63
2016,Q1,1,3,Nevada,NEVADA COUNTY,209464710,287001736,2925.75
2016,Q1,1,3,Nevada,Truckee,56795694,67924121,4419.26
2016,Q1,1,3,Orange,Aliso Viejo,84221346,99989090,1979.62
2016,Q1,1,3,Orange,Anaheim,847235127,1598608423,4463.69
2016,Q1,1,3,Orange,Brea,282834531,403681590,9235.45
2016,Q1,1,3,Orange,Buena Park,331202065,429795297,5156.69
2016,Q1,1,3,Orange,Costa Mesa,937205597,1115605366,9734.52
2016,Q1,1,3,Orange,Cypress,160616955,242351478,4872.07
2016,Q1,1,3,Orange,Dana Point,73608270,103675623,3102.66
2016,Q1,1,3,Orange,Fountain Valley,199320502,239501113,4222.96
2016,Q1,1,3,Orange,Fullerton,336177270,429666737,3016.11
2016,Q1,1,3,Orange,Garden Grove,350871105,445543223,2512.89
2016,Q1,1,3,Orange,Huntington Beach,567391853,719595618,3686.22
2016,Q1,1,3,Orange,Irvine,780800895,1259087158,4872.89
2016,Q1,1,3,Orange,La Habra,170897572,208186000,8815.09
2016,Q1,1,3,Orange,La Palma,31848930,46292305,1508.82
2016,Q1,1,3,Orange,Laguna Beach,74717570,105301569,1592.05
2016,Q1,1,3,Orange,Laguna Hills,94392701,117727209,7261.28
2016,Q1,1,3,Orange,Laguna Niguel,203406918,233738036,3766.08
2016,Q1,1,3,Orange,Laguna Woods,18670233,19325403,230.31
2016,Q1,1,3,Orange,Lake Forest,207762715,294877878,18364.44
2016,Q1,1,3,Orange,Los Alamitos,45597695,64369605,5483.86
2016,Q1,1,3,Orange,Mission Viejo,302617858,357374385,3695.66
2016,Q1,1,3,Orange,Newport Beach,499711140,679950544,8068.71
2016,Q1,1,3,Orange,Orange,551210207,825666422,5838.39
2016,Q1,1,3,Orange,ORANGE COUNTY,9886141670,14592045322,4584.35
2016,Q1,1,3,Orange,Placentia,86186674,130423929,2495.53
2016,Q1,1,3,Orange,Rancho Santa Margarita,106392343,142488229,2936.93
2016,Q1,1,3,Orange,San Clemente,140167607,169456008,2558.01
2016,Q1,1,3,Orange,San Juan Capistrano,141630473,167150078,4632.12
2016,Q1,1,3,Orange,Santa Ana,701617398,992796465,2895.04
2016,Q1,1,3,Orange,Seal Beach,74009046,79358322,3164.45
2016,Q1,1,3,Orange,Stanton,66879153,83493988,2100.42
2016,Q1,1,3,Orange,Tustin,406812270,479811332,5800.63
2016,Q1,1,3,Orange,Villa Park,4276846,5033304,846.21
2016,Q1,1,3,Orange,Westminster,296510205,343599872,3652.48
2016,Q1,1,3,Orange,Yorba Linda,114129607,142068936,2100.46
2016,Q1,1,3,Placer,Auburn,114085445,129306320,9190.21
2016,Q1,1,3,Placer,Colfax,21224669,24468374,11831.9
2016,Q1,1,3,Placer,Lincoln,58992253,64348126,1359.3
2016,Q1,1,3,Placer,Loomis,15660309,21732424,3247.52
2016,Q1,1,3,Placer,PLACER COUNTY,1579898182,2032969422,5438.71
2016,Q1,1,3,Placer,Rocklin,188886408,249370203,4131.99
2016,Q1,1,3,Placer,Roseville,879997114,1000487201,7462.25
2016,Q1,1,3,Plumas,PLUMAS COUNTY,21682785,38184114,1920.82
2016,Q1,1,3,Plumas,Portola,2852435,3608046,1655.06
2016,Q1,1,3,Riverside,Banning,39218192,45183826,1465.38
2016,Q1,1,3,Riverside,Beaumont,84138431,98257739,2177.79
2016,Q1,1,3,Riverside,Blythe,33999785,39400703,1988.62
2016,Q1,1,3,Riverside,Calimesa,13462711,15154173,1828.22
2016,Q1,1,3,Riverside,Canyon Lake,3977963,4702244,440.24
2016,Q1,1,3,Riverside,Cathedral City,173421206,201142242,3706.93
2016,Q1,1,3,Riverside,Coachella,61132062,78067908,1719.29
2016,Q1,1,3,Riverside,Corona,461923491,778925880,4730.53
2016,Q1,1,3,Riverside,Desert Hot Springs,29395009,32472758,1117.89
2016,Q1,1,3,Riverside,Eastvale,84634730,131051889,2074.85
2016,Q1,1,3,Riverside,Hemet,214166079,247472018,3090.69
2016,Q1,1,3,Riverside,Indian Wells,14758342,49357681,9120.04
2016,Q1,1,3,Riverside,Indio,205593979,245699039,2790.19
2016,Q1,1,3,Riverside,Jurupa Valley,120104636,202203370,2059.57
2016,Q1,1,3,Riverside,La Quinta,182552530,214088797,3509.3
2016,Q1,1,3,Riverside,Lake Elsinore,166044849,190363783,4761.83
2016,Q1,1,3,Riverside,Menifee,127436629,142765987,1604.04
2016,Q1,1,3,Riverside,Moreno Valley,338365283,380938129,1854.76
2016,Q1,1,3,Riverside,Murrieta,259852947,306895323,2696.91
2016,Q1,1,3,Riverside,Norco,107065221,130525937,4852.98
2016,Q1,1,3,Riverside,Palm Desert,391772613,466760320,9461.03
2016,Q1,1,3,Riverside,Palm Springs,225023274,301475161,6461.93
2016,Q1,1,3,Riverside,Perris,141543364,207907809,2820.15
2016,Q1,1,3,Riverside,Rancho Mirage,93667953,126854406,7020.16
2016,Q1,1,3,Riverside,Riverside,980223869,1303737973,4015.25
2016,Q1,1,3,Riverside,RIVERSIDE COUNTY,5844465884,8231695170,3506.08
2016,Q1,1,3,Riverside,San Jacinto,53320068,57709354,1210.95
2016,Q1,1,3,Riverside,Temecula,561491027,769543020,7055.88
2016,Q1,1,3,Riverside,Wildomar,29439805,33340182,948.02
2016,Q1,1,3,Sacramento,Citrus Heights,223435718,239570787,2776.31
2016,Q1,1,3,Sacramento,Elk Grove,438885094,493879083,2940.36
2016,Q1,1,3,Sacramento,Folsom,354696011,414870471,5370.76
2016,Q1,1,3,Sacramento,Galt,32045048,42067759,1652.95
2016,Q1,1,3,Sacramento,Isleton,450326,1746112,2063.96
2016,Q1,1,3,Sacramento,Rancho Cordova,225587547,418195114,5791.93
2016,Q1,1,3,Sacramento,Sacramento,1066378543,1514468988,3118.22
2016,Q1,1,3,Sacramento,SACRAMENTO COUNTY,3741827357,5401346790,3612.22
2016,Q1,1,3,San Benito,Hollister,70738529,84263565,2309.6
2016,Q1,1,3,San Benito,SAN BENITO COUNTY,86111514,140762307,2484.85
2016,Q1,1,3,San Benito,San Juan Bautista,3104455,3279380,1779.37
2016,Q1,1,3,San Bernardino,Adelanto,11785302,24759030,739.14
2016,Q1,1,3,San Bernardino,Apple Valley,114447980,122302691,1638.21
2016,Q1,1,3,San Bernardino,Barstow,140079524,143962881,5909.8
2016,Q1,1,3,San Bernardino,Big Bear Lake,48361343,51947944,10590.81
2016,Q1,1,3,San Bernardino,Chino,226915588,481413192,5602.12
2016,Q1,1,3,San Bernardino,Chino Hills,132346249,155815554,1975.69
2016,Q1,1,3,San Bernardino,Colton,127094388,172846553,3239.79
2016,Q1,1,3,San Bernardino,Fontana,558147361,741511543,3532.77
2016,Q1,1,3,San Bernardino,Grand Terrace,10191521,18448615,1498.06
2016,Q1,1,3,San Bernardino,Hesperia,152162377,178683480,1916.67
2016,Q1,1,3,San Bernardino,Highland,45636602,48612872,906.19
2016,Q1,1,3,San Bernardino,Loma Linda,70474566,133305992,5408.17
2016,Q1,1,3,San Bernardino,Montclair,240662105,277104467,7162.91
2016,Q1,1,3,San Bernardino,Needles,7160379,8061698,1601.13
2016,Q1,1,3,San Bernardino,Ontario,1161507453,1919276025,11298.56
2016,Q1,1,3,San Bernardino,Rancho Cucamonga,450668297,579265965,3305.35
2016,Q1,1,3,San Bernardino,Redlands,225406229,266979988,3905.04
2016,Q1,1,3,San Bernardino,Rialto,145159098,220363768,2053.14
2016,Q1,1,3,San Bernardino,San Bernardino,574814882,688326705,3194.22
2016,Q1,1,3,San Bernardino,SAN BERNARDINO COUNTY,5828691486,8904320179,4161.73
2016,Q1,1,3,San Bernardino,Twentynine Palms,21901161,25141961,961.89
2016,Q1,1,3,San Bernardino,Upland,222505781,273594124,3610.65
2016,Q1,1,3,San Bernardino,Victorville,411397387,445034462,3603.22
2016,Q1,1,3,San Bernardino,Yucaipa,58699529,68468373,1273.14
2016,Q1,1,3,San Bernardino,Yucca Valley,70237411,73625373,3459.67
2016,Q1,1,3,San Diego,Carlsbad,499319983,657289221,5820.32
2016,Q1,1,3,San Diego,Chula Vista,573696732,640918464,2417.92
2016,Q1,1,3,San Diego,Coronado,37449769,69942877,2772.21
2016,Q1,1,3,San Diego,Del Mar,26074612,33166799,7760.13
2016,Q1,1,3,San Diego,El Cajon,400473339,511448120,4997.68
2016,Q1,1,3,San Diego,Encinitas,227621959,257883152,4164.24
2016,Q1,1,3,San Diego,Escondido,577691747,725607753,4812.99
2016,Q1,1,3,San Diego,Imperial Beach,18400896,19716079,718.67
2016,Q1,1,3,San Diego,La Mesa,240013178,258867826,4315.75
2016,Q1,1,3,San Diego,Lemon Grove,94674123,109675306,4121.42
2016,Q1,1,3,San Diego,National City,327930084,374959420,6170.34
2016,Q1,1,3,San Diego,Oceanside,339258050,410667196,2334.02
2016,Q1,1,3,San Diego,Poway,180225613,269255678,5374.04
2016,Q1,1,3,San Diego,San Diego,3874632339,5291204491,3802.03
2016,Q1,1,3,San Diego,SAN DIEGO COUNTY,9030596902,12832239927,3902.02
2016,Q1,1,3,San Diego,San Marcos,263664189,328553288,3521.66
2016,Q1,1,3,San Diego,Santee,159341913,257683404,4540.11
2016,Q1,1,3,San Diego,Solana Beach,54316063,60952010,4516.97
2016,Q1,1,3,San Diego,Vista,238716728,366372913,3704.62
2016,Q1,1,3,SAN FRANCISCO,SAN FRANCISCO,3033037808,4490256774,5181.56
2016,Q1,1,3,San Joaquin,Escalon,14712210,17253589,2442.12
2016,Q1,1,3,San Joaquin,Lathrop,40216034,61443276,2778.72
2016,Q1,1,3,San Joaquin,Lodi,183028372,217375154,3438.44
2016,Q1,1,3,San Joaquin,Manteca,186088450,225036171,3047.57
2016,Q1,1,3,San Joaquin,Ripon,44861667,52165279,3542.87
2016,Q1,1,3,San Joaquin,SAN JOAQUIN COUNTY,1708491086,2488928085,3393.76
2016,Q1,1,3,San Joaquin,Stockton,674693182,886289025,2808.33
2016,Q1,1,3,San Joaquin,Tracy,295377082,349869757,3921.95
2016,Q1,1,3,San Luis Obispo,Arroyo Grande,65374467,72343289,4080.04
2016,Q1,1,3,San Luis Obispo,Atascadero,66223869,74561826,2414.64
2016,Q1,1,3,San Luis Obispo,Grover Beach,22507367,29063876,925.66
2016,Q1,1,3,San Luis Obispo,Morro Bay,29109264,31856330,2377.87
2016,Q1,1,3,San Luis Obispo,Paso Robles,149950166,189273492,17652.81
2016,Q1,1,3,San Luis Obispo,Pismo Beach,50558691,53755973,6570.83
2016,Q1,1,3,San Luis Obispo,San Luis Obispo,284005712,337552983,7319.49
2016,Q1,1,3,San Luis Obispo,SAN LUIS OBISPO COUNTY,809696550,1203913046,4330.98
2016,Q1,1,3,San Mateo,Atherton,798885,5171843,723.33
2016,Q1,1,3,San Mateo,Belmont,50837223,69431376,2494.48
2016,Q1,1,3,San Mateo,Brisbane,27878089,78664597,16740.71
2016,Q1,1,3,San Mateo,Burlingame,168484943,233299458,7848.85
2016,Q1,1,3,San Mateo,Colma,206714599,220900722,146388.81
2016,Q1,1,3,San Mateo,Daly City,212212516,228893684,2097.26
2016,Q1,1,3,San Mateo,East Palo Alto,59818746,66554092,2178.88
2016,Q1,1,3,San Mateo,Foster City,51201425,63733371,1919.62
2016,Q1,1,3,San Mateo,Half Moon Bay,38684725,48789657,3894.44
2016,Q1,1,3,San Mateo,Hillsborough,260875,1781798,152.45
2016,Q1,1,3,San Mateo,Menlo Park,68497340,100974667,2981.85
2016,Q1,1,3,San Mateo,Millbrae,44759651,55763439,2410.24
2016,Q1,1,3,San Mateo,Pacifica,37516925,39978403,1057.46
2016,Q1,1,3,San Mateo,Portola Valley,5340834,6638005,1397.18
2016,Q1,1,3,San Mateo,Redwood City,320610494,443485330,5157.28
2016,Q1,1,3,San Mateo,San Bruno,146125363,158029442,3483.89
2016,Q1,1,3,San Mateo,San Carlos,148624376,209579920,7224.9
2016,Q1,1,3,San Mateo,San Mateo,310706278,373103571,3634.39
2016,Q1,1,3,San Mateo,SAN MATEO COUNTY,2393653992,3554895042,4640.6
2016,Q1,1,3,San Mateo,South San Francisco,179273814,302215127,4679.33
2016,Q1,1,3,San Mateo,Woodside,8699568,10089143,1781.27
2016,Q1,1,3,Santa Barbara,Buellton,32909341,41114282,8294.18
2016,Q1,1,3,Santa Barbara,Carpinteria,27840521,38490635,2763.54
2016,Q1,1,3,Santa Barbara,Goleta,138710334,185401054,5935.68
2016,Q1,1,3,Santa Barbara,Guadalupe,3596039,6530454,888.73
2016,Q1,1,3,Santa Barbara,Lompoc,77094821,88506405,2006.22
2016,Q1,1,3,Santa Barbara,Santa Barbara,346853004,429623473,4610.18
2016,Q1,1,3,Santa Barbara,SANTA BARBARA COUNTY,1129750687,1571185339,3517.18
2016,Q1,1,3,Santa Barbara,Santa Maria,321139237,413980821,3965.18
2016,Q1,1,3,Santa Barbara,Solvang,19308237,24467523,4488.63
2016,Q1,1,3,Santa Clara,Campbell,170020265,213299840,5008.91
2016,Q1,1,3,Santa Clara,Cupertino,150462983,494813027,8504.13
2016,Q1,1,3,Santa Clara,Gilroy,276832795,318551502,5773.99
2016,Q1,1,3,Santa Clara,Los Altos,46846267,51745497,1650.41
2016,Q1,1,3,Santa Clara,Los Altos Hills,361183,1900663,219.52
2016,Q1,1,3,Santa Clara,Los Gatos,101766755,149229396,4756.16
2016,Q1,1,3,Santa Clara,Milpitas,278182075,428291575,5671.15
2016,Q1,1,3,Santa Clara,Monte Sereno,133400,140251,40.36
2016,Q1,1,3,Santa Clara,Morgan Hill,138159465,170180413,3899.19
2016,Q1,1,3,Santa Clara,Mountain View,297884939,395135846,5070.71
2016,Q1,1,3,Santa Clara,Palo Alto,360159429,519054692,7609.99
2016,Q1,1,3,Santa Clara,San Jose,2397915834,3684155522,3535.33
2016,Q1,1,3,Santa Clara,Santa Clara,510863106,1016373637,8212.98
2016,Q1,1,3,Santa Clara,SANTA CLARA COUNTY,5587692044,9680434955,5021.26
2016,Q1,1,3,Santa Clara,Saratoga,17751568,21410189,708.5
2016,Q1,1,3,Santa Clara,Sunnyvale,377760871,616869825,4157.58
2016,Q1,1,3,Santa Cruz,Capitola,93907357,105654138,10409.27
2016,Q1,1,3,Santa Cruz,Santa Cruz,182280175,215326731,3331.58
2016,Q1,1,3,Santa Cruz,SANTA CRUZ COUNTY,617760453,814162964,2950.91
2016,Q1,1,3,Santa Cruz,Scotts Valley,31125586,42624458,3510.2
2016,Q1,1,3,Santa Cruz,Watsonville,111401959,142462018,2693.5
2016,Q1,1,3,Shasta,Anderson,43237796,50435874,4810.28
2016,Q1,1,3,Shasta,Redding,393049248,480709307,5327.59
2016,Q1,1,3,Shasta,SHASTA COUNTY,505146318,676032767,3785.34
2016,Q1,1,3,Shasta,Shasta Lake,7109157,11969031,1137.41
2016,Q1,1,3,Sierra,Loyalton,582520,603823,782.15
2016,Q1,1,3,Sierra,SIERRA COUNTY,2141959,3734375,1165.89
2016,Q1,1,3,Siskiyou,Dorris,417341,486440,495.86
2016,Q1,1,3,Siskiyou,Dunsmuir,1330959,1497757,925.68
2016,Q1,1,3,Siskiyou,Etna,1098369,1242943,1688.78
2016,Q1,1,3,Siskiyou,Fort Jones,1785927,1936446,2727.38
2016,Q1,1,3,Siskiyou,Montague,672789,704038,483.54
2016,Q1,1,3,Siskiyou,Mount Shasta,12235366,17470679,5188.79
2016,Q1,1,3,Siskiyou,SISKIYOU COUNTY,78314972,122668161,2741.86
2016,Q1,1,3,Siskiyou,Tulelake,310596,1490695,1475.93
2016,Q1,1,3,Siskiyou,Weed,14954078,15106898,5455.72
2016,Q1,1,3,Siskiyou,Yreka,31053760,37180027,4747.19
2016,Q1,1,3,Solano,Benicia,43009073,110684998,4024.76
2016,Q1,1,3,Solano,Dixon,61069286,101389092,5331.21
2016,Q1,1,3,Solano,Fairfield,332610497,489342901,4344.42
2016,Q1,1,3,Solano,Rio Vista,14940627,19739906,2295.07
2016,Q1,1,3,Solano,SOLANO COUNTY,1130939720,1669319684,3868.66
2016,Q1,1,3,Solano,Suisun,30818070,31670909,1088.68
2016,Q1,1,3,Solano,Vacaville,333851413,398661888,4081.84
2016,Q1,1,3,Solano,Vallejo,243780962,276223427,2354.4
2016,Q1,1,3,Sonoma,Cloverdale,12695602,15037415,1703.95
2016,Q1,1,3,Sonoma,Cotati,32146586,38006412,5313.35
2016,Q1,1,3,Sonoma,Healdsburg,61117452,85355193,7295.93
2016,Q1,1,3,Sonoma,Petaluma,208093691,256067130,4241.27
2016,Q1,1,3,Sonoma,Rohnert Park,124756110,146521430,3488.35
2016,Q1,1,3,Sonoma,Santa Rosa,608645446,732565783,4170.19
2016,Q1,1,3,Sonoma,Sebastopol,28187238,37908987,5036.4
2016,Q1,1,3,Sonoma,Sonoma,50222950,60452424,5563.95
2016,Q1,1,3,Sonoma,SONOMA COUNTY,1417503527,1998379171,3981.16
2016,Q1,1,3,Sonoma,Windsor,54656758,81207935,3004.25
2016,Q1,1,3,Stanislaus,Ceres,86655182,119036403,2523.77
2016,Q1,1,3,Stanislaus,Hughson,2796904,20549732,2874.08
2016,Q1,1,3,Stanislaus,Modesto,528793591,642110548,3030.2
2016,Q1,1,3,Stanislaus,Newman,6359115,9182312,847.07
2016,Q1,1,3,Stanislaus,Oakdale,55463277,67395108,3015.71
2016,Q1,1,3,Stanislaus,Patterson,38859577,100709760,4458.15
2016,Q1,1,3,Stanislaus,Riverbank,59443060,65325018,2731.77
2016,Q1,1,3,Stanislaus,STANISLAUS COUNTY,1336907507,1987028569,3678.22
2016,Q1,1,3,Stanislaus,Turlock,220908327,285566540,3963.44
2016,Q1,1,3,Stanislaus,Waterford,7375711,11603505,1320.38
2016,Q1,1,3,Sutter,Live Oak,5749645,5890654,705.8
2016,Q1,1,3,Sutter,SUTTER COUNTY,266541238,359595842,3695.43
2016,Q1,1,3,Sutter,Yuba City,230608135,268166675,3940.61
2016,Q1,1,3,Tehama,Corning,53218133,54921836,7322.91
2016,Q1,1,3,Tehama,Red Bluff,68581179,75929222,5404.98
2016,Q1,1,3,Tehama,Tehama,51427,51427,119.32
2016,Q1,1,3,Tehama,TEHAMA COUNTY,138659379,192338897,3008.39
2016,Q1,1,3,Trinity,TRINITY COUNTY,14697882,20590765,1506.6
2016,Q1,1,3,Tulare,Dinuba,86462901,95130097,3858.13
2016,Q1,1,3,Tulare,Exeter,15765588,18234276,1650.6
2016,Q1,1,3,Tulare,Farmersville,10059271,11289974,1011.55
2016,Q1,1,3,Tulare,Lindsay,12360871,15945084,1230.33
2016,Q1,1,3,Tulare,Porterville,114392310,127935179,2129.76
2016,Q1,1,3,Tulare,Tulare,160987262,203879707,3209.94
2016,Q1,1,3,Tulare,TULARE COUNTY,966845247,1498534774,3213.4
2016,Q1,1,3,Tulare,Visalia,438057919,654064783,5022.34
2016,Q1,1,3,Tulare,Woodlake,4112352,6626242,866.4
2016,Q1,1,3,Tuolumne,Sonora,52790435,58005085,11857.13
2016,Q1,1,3,Tuolumne,TUOLUMNE COUNTY,111795980,146920574,2676.14
2016,Q1,1,3,Ventura,Camarillo,237348197,286067392,4091.11
2016,Q1,1,3,Ventura,Fillmore,20271288,202364893,13031.41
2016,Q1,1,3,Ventura,Moorpark,62328342,74390748,2026.16
2016,Q1,1,3,Ventura,Ojai,19173842,25710091,3438.55
2016,Q1,1,3,Ventura,Oxnard,489214982,616112143,2976.43
2016,Q1,1,3,Ventura,Port Hueneme,20155653,22144659,975.44
2016,Q1,1,3,Ventura,Santa Paula,39412650,52270701,481.5
2016,Q1,1,3,Ventura,Simi Valley,303687129,359179487,11679.87
2016,Q1,1,3,Ventura,Thousand Oaks,476044710,603901285,4748.88
2016,Q1,1,3,Ventura,Ventura,417323571,509755726,3851.13
2016,Q1,1,3,Ventura,VENTURA COUNTY,2242825524,3189884852,3724.29
2016,Q1,1,3,Yolo,Davis,140736614,155084196,2270.16
2016,Q1,1,3,Yolo,West Sacramento,144041211,306442334,5772.99
2016,Q1,1,3,Yolo,Winters,9437024,9897157,1371.93
2016,Q1,1,3,Yolo,Woodland,170807711,221352102,3847.86
2016,Q1,1,3,Yolo,YOLO COUNTY,527941253,891878987,4156.87
2016,Q1,1,3,Yuba,Marysville,27520478,33279846,2771.01
2016,Q1,1,3,Yuba,Wheatland,2890479,2974326,845.21
2016,Q1,1,3,Yuba,YUBA COUNTY,83399351,114934246,1545.95
2016,Q2,4,6,Alameda,Alameda,150945075,208662899,2632.07
2016,Q2,4,6,Alameda,ALAMEDA COUNTY,4853834538,7783189373,4781.22
2016,Q2,4,6,Alameda,Albany,47070364,56974183,3015.62
2016,Q2,4,6,Alameda,Berkeley,295177906,413780557,3450.61
2016,Q2,4,6,Alameda,Dublin,347764939,424687122,7405.3
2016,Q2,4,6,Alameda,Emeryville,157476368,196278963,16745.92
2016,Q2,4,6,Alameda,Fremont,668326598,1063170917,4636.1
2016,Q2,4,6,Alameda,Hayward,402967063,723611388,4551.44
2016,Q2,4,6,Alameda,Livermore,459303253,632948358,7181.33
2016,Q2,4,6,Alameda,Newark,202405455,259644259,5804.31
2016,Q2,4,6,Alameda,Oakland,790446891,1138883169,2693.31
2016,Q2,4,6,Alameda,Piedmont,3328835,3770964,336.12
2016,Q2,4,6,Alameda,Pleasanton,347173479,516595342,6889.59
2016,Q2,4,6,Alameda,San Leandro,400663208,657362324,7495.57
2016,Q2,4,6,Alameda,Union City,134064529,214692507,2942.92
2016,Q2,4,6,Alpine,ALPINE COUNTY,2334673,9071613,7780.11
2016,Q2,4,6,Amador,Amador,244907,262913,1383.75
2016,Q2,4,6,Amador,AMADOR COUNTY,83525517,115511086,3063.38
2016,Q2,4,6,Amador,Ione,2137931,3977944,561.45
2016,Q2,4,6,Amador,Jackson,16432091,19098589,3896.08
2016,Q2,4,6,Amador,Plymouth,3193890,4272597,4209.45
2016,Q2,4,6,Amador,Sutter Creek,5862236,7311332,2825.08
2016,Q2,4,6,Butte,Biggs,301074,634841,334.3
2016,Q2,4,6,Butte,BUTTE COUNTY,586826527,842411543,3750.7
2016,Q2,4,6,Butte,Chico,368920725,470072334,5083.84
2016,Q2,4,6,Butte,Gridley,20572303,22691462,3451.17
2016,Q2,4,6,Butte,Oroville,80796442,93543174,5197.99
2016,Q2,4,6,Butte,Paradise,36326658,40459744,1592.58
2016,Q2,4,6,Calaveras,Angels Camp,15622156,17521795,4331.71
2016,Q2,4,6,Calaveras,CALAVERAS COUNTY,69851100,100721695,2228.01
2016,Q2,4,6,Colusa,Colusa,16783474,28221187,4468.91
2016,Q2,4,6,Colusa,COLUSA COUNTY,52408164,119781695,5457.52
2016,Q2,4,6,Colusa,Williams,12989677,16231765,2998.66
2016,Q2,4,6,Contra Costa,Antioch,229232954,264011415,2337.04
2016,Q2,4,6,Contra Costa,Brentwood,152997368,170200358,2895.35
2016,Q2,4,6,Contra Costa,Clayton,8812400,9902861,883.47
2016,Q2,4,6,Contra Costa,Concord,600643721,712312473,5491.7
2016,Q2,4,6,Contra Costa,CONTRA COSTA COUNTY,2950974335,3985803308,3547.89
2016,Q2,4,6,Contra Costa,Danville,103373001,115156021,2686.48
2016,Q2,4,6,Contra Costa,El Cerrito,60275490,65127336,2671.56
2016,Q2,4,6,Contra Costa,Hercules,20974715,45693275,1843.13
2016,Q2,4,6,Contra Costa,Lafayette,54092153,66276188,2659.13
2016,Q2,4,6,Contra Costa,Martinez,69669735,108021701,2915.01
2016,Q2,4,6,Contra Costa,Moraga,19923907,22456312,1359.91
2016,Q2,4,6,Contra Costa,Oakley,30461774,36363050,905.88
2016,Q2,4,6,Contra Costa,Orinda,18649377,24146270,1287.86
2016,Q2,4,6,Contra Costa,Pinole,76865561,79429140,4238.7
2016,Q2,4,6,Contra Costa,Pittsburg,134414904,176992942,2609.86
2016,Q2,4,6,Contra Costa,Pleasant Hill,160001468,177950533,5222.01
2016,Q2,4,6,Contra Costa,Richmond,250575422,321245219,2910.4
2016,Q2,4,6,Contra Costa,San Pablo,42917126,47657466,1545.86
2016,Q2,4,6,Contra Costa,San Ramon,146826673,210735845,2689.22
2016,Q2,4,6,Contra Costa,Walnut Creek,432283545,502190113,7172.3
2016,Q2,4,6,Del Norte,Crescent City,22866254,26847562,4072.74
2016,Q2,4,6,Del Norte,DEL NORTE COUNTY,44658626,61851087,2306.92
2016,Q2,4,6,El Dorado,EL DORADO COUNTY,379185858,536235409,2918.28
2016,Q2,4,6,El Dorado,Placerville,80407956,93475113,8734.35
2016,Q2,4,6,El Dorado,South Lake Tahoe,74260099,88515447,4254.11
2016,Q2,4,6,Fresno,Clovis,397769465,447630700,4143.23
2016,Q2,4,6,Fresno,Coalinga,13204471,19323716,1159.39
2016,Q2,4,6,Fresno,Firebaugh,5596122,20280944,2487.23
2016,Q2,4,6,Fresno,Fowler,15048070,33152145,5577.41
2016,Q2,4,6,Fresno,Fresno,1496439160,1945075981,3737.27
2016,Q2,4,6,Fresno,FRESNO COUNTY,2445313749,3627859120,3684.82
2016,Q2,4,6,Fresno,Huron,3357580,3597926,520.38
2016,Q2,4,6,Fresno,Kerman,33863115,50005939,3480.85
2016,Q2,4,6,Fresno,Kingsburg,18533044,24437355,2019.44
2016,Q2,4,6,Fresno,Mendota,8825204,12312431,1046.7
2016,Q2,4,6,Fresno,Orange Cove,3205762,3761738,407.99
2016,Q2,4,6,Fresno,Parlier,7690312,9124290,592.67
2016,Q2,4,6,Fresno,Reedley,31100484,39623589,1524.04
2016,Q2,4,6,Fresno,San Joaquin,1987684,3863319,148.45
2016,Q2,4,6,Fresno,Sanger,37199402,46640865,11524.79
2016,Q2,4,6,Fresno,Selma,98448605,115931381,4666.37
2016,Q2,4,6,Glenn,GLENN COUNTY,60398037,115423486,4026.21
2016,Q2,4,6,Glenn,Orland,29727857,35200861,4585.83
2016,Q2,4,6,Glenn,Willows,21644521,33101077,5327.71
2016,Q2,4,6,Humboldt,Arcata,47732937,59874300,3295.4
2016,Q2,4,6,Humboldt,Blue Lake,257988,780434,606.39
2016,Q2,4,6,Humboldt,Eureka,187106998,228815375,8549.05
2016,Q2,4,6,Humboldt,Ferndale,3350514,4249577,2963.44
2016,Q2,4,6,Humboldt,Fortuna,33304319,42990741,3628.52
2016,Q2,4,6,Humboldt,HUMBOLDT COUNTY,423442503,559622560,4141.79
2016,Q2,4,6,Humboldt,Rio Dell,2787520,2955263,865.12
2016,Q2,4,6,Humboldt,Trinidad,3019136,3080197,8392.9
2016,Q2,4,6,Imperial,Brawley,34399271,49820935,1875.36
2016,Q2,4,6,Imperial,Calexico,88260682,92959531,2311.79
2016,Q2,4,6,Imperial,Calipatria,1582682,2223498,297.73
